ip,timestamp,req_count,auth_fail_count,rapid_req_count,large_payload_count,xss_hits,sqli_hits,get_requests,avg_response_time,label
::1,2026-01-04 05:23:40+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:24:00+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:24:10+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:24:20+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:24:30+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:24:40+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:24:50+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:25:00+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:25:10+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:25:20+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:25:30+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:25:50+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:26:00+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:26:10+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:26:30+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:26:50+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:27:10+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:27:20+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:27:40+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:28:00+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:28:20+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:28:40+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:28:50+00:00,2,0,0,0,0,2,0,0.5,normal
::1,2026-01-04 05:29:10+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:29:20+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:29:40+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:29:50+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:30:10+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:30:20+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:30:30+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:30:50+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:31:00+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:31:10+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:31:40+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:31:50+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:32:10+00:00,2,0,0,0,0,2,0,0.5,normal
::1,2026-01-04 05:32:20+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:32:40+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:33:10+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:33:20+00:00,2,0,0,0,0,2,0,0.0,normal
::1,2026-01-04 05:33:40+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:33:50+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:34:10+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:34:20+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:34:30+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:34:40+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:34:50+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:35:00+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:35:20+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:35:30+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:35:40+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:35:50+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:36:10+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:36:30+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:36:50+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:37:00+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:37:20+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:37:30+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:37:50+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:38:10+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:38:30+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:38:40+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:39:00+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:39:10+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:39:30+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:39:50+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:40:10+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:40:20+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:40:30+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:40:40+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:40:50+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:41:00+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:41:20+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:41:30+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:41:50+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:42:00+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:42:20+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:42:30+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:42:50+00:00,2,0,0,0,0,2,0,0.5,normal
::1,2026-01-04 05:43:00+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:43:20+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:43:40+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:44:00+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:44:10+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:44:30+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:44:50+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:45:20+00:00,2,0,0,0,0,2,0,0.5,normal
::1,2026-01-04 05:45:40+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:46:00+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:46:10+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:46:20+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:46:40+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:46:50+00:00,2,0,0,0,0,2,0,0.0,normal
::1,2026-01-04 05:47:10+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:47:20+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:47:40+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:47:50+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:48:00+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:48:10+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:48:30+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:48:50+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:49:00+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:49:10+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:49:30+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:49:40+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:49:50+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:50:20+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:50:30+00:00,2,0,0,0,0,2,0,0.0,normal
::1,2026-01-04 05:50:50+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:51:00+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:51:10+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:51:20+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:51:50+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:52:00+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:52:20+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:52:30+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:52:40+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:53:00+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:53:10+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:53:30+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:53:40+00:00,2,0,0,0,0,2,0,1.0,normal
::1,2026-01-04 05:53:50+00:00,2,0,0,0,0,2,0,0.0,normal
::1,2026-01-04 05:54:00+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:54:20+00:00,2,0,0,0,0,2,0,0.0,normal
::1,2026-01-04 05:54:40+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:54:50+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:55:10+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:55:20+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:55:30+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:55:40+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:56:00+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:56:20+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:56:40+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:56:50+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:57:00+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:57:20+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:57:30+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:57:50+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:58:10+00:00,2,0,0,0,0,2,0,0.0,normal
::1,2026-01-04 05:58:20+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 05:58:30+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:58:40+00:00,2,0,0,0,0,2,0,0.5,normal
::1,2026-01-04 05:59:00+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:59:10+00:00,2,0,0,0,0,2,0,0.0,normal
::1,2026-01-04 05:59:30+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 05:59:50+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 06:00:00+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 06:00:20+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 06:00:40+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 06:00:50+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 06:01:10+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 06:01:30+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 06:01:50+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 06:02:00+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 06:02:20+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 06:02:30+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 06:02:50+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 06:03:10+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 06:03:20+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 06:03:30+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 06:03:40+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 06:03:50+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 06:04:10+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 06:04:30+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 06:04:50+00:00,2,0,0,0,0,2,0,0.0,normal
::1,2026-01-04 06:05:10+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 06:05:20+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 06:05:30+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 06:05:50+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 06:06:00+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 06:06:10+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 06:06:30+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 06:06:40+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 06:07:00+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 06:07:10+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 06:07:30+00:00,2,0,0,0,0,2,0,0.5,normal
::1,2026-01-04 06:07:40+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 06:07:50+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 06:08:00+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 06:08:20+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 06:08:40+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 06:08:50+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 06:09:10+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 06:09:20+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 06:09:30+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 06:09:40+00:00,2,0,0,0,0,2,0,1.0,normal
::1,2026-01-04 06:10:00+00:00,2,0,0,0,0,2,0,0.5,normal
::1,2026-01-04 06:10:20+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 06:10:30+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 06:10:50+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 06:11:00+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 06:11:30+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 06:11:40+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 06:11:50+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 06:12:10+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 06:12:30+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 06:12:50+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 06:13:00+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 06:13:10+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 06:13:30+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 06:13:40+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 06:13:50+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 06:14:00+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 06:14:30+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 06:14:40+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 06:15:00+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 06:15:30+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 06:15:40+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 06:16:00+00:00,2,0,0,0,0,2,0,0.5,normal
::1,2026-01-04 06:16:20+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 06:16:50+00:00,2,0,0,0,0,2,0,0.5,normal
::1,2026-01-04 06:17:10+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 06:17:20+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 06:17:30+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 06:17:40+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 06:17:50+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 06:18:00+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 06:18:20+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 06:18:30+00:00,2,0,0,0,0,2,0,0.5,normal
::1,2026-01-04 06:18:50+00:00,1,0,0,0,0,1,0,0.0,normal
::1,2026-01-04 06:19:10+00:00,1,0,0,0,0,1,0,1.0,normal
::1,2026-01-04 06:23:00+00:00,1,1,0,0,0,1,0,1.0,sql_injection
::1,2026-01-04 06:23:10+00:00,1,1,0,0,0,1,0,0.0,sql_injection
::1,2026-01-04 06:23:20+00:00,1,1,0,0,0,1,0,0.0,sql_injection
::1,2026-01-04 06:23:30+00:00,2,2,0,0,0,2,0,0.5,sql_injection
::1,2026-01-04 06:23:40+00:00,1,1,0,0,0,1,0,0.0,sql_injection
::1,2026-01-04 06:24:00+00:00,2,2,0,0,0,2,0,1.0,sql_injection
::1,2026-01-04 06:24:20+00:00,1,1,0,0,0,1,0,1.0,sql_injection
::1,2026-01-04 06:24:30+00:00,3,3,0,1,0,3,0,1.0,sql_injection
::1,2026-01-04 06:24:40+00:00,2,2,0,2,0,2,0,0.0,sql_injection
::1,2026-01-04 06:24:50+00:00,2,2,0,2,0,2,0,1.0,sql_injection
::1,2026-01-04 06:25:00+00:00,1,1,0,1,0,1,0,1.0,sql_injection
::1,2026-01-04 06:25:10+00:00,2,2,0,2,0,2,0,0.0,sql_injection
::1,2026-01-04 06:25:20+00:00,1,1,0,1,0,1,0,1.0,sql_injection
::1,2026-01-04 06:25:30+00:00,1,1,0,1,0,1,0,0.0,sql_injection
::1,2026-01-04 06:25:40+00:00,3,3,0,1,0,3,0,0.6666666666666666,sql_injection
::1,2026-01-04 06:25:50+00:00,2,2,0,0,0,2,0,0.5,sql_injection
::1,2026-01-04 06:26:00+00:00,2,2,0,0,0,2,0,0.5,sql_injection
::1,2026-01-04 06:26:10+00:00,1,1,0,1,0,1,0,0.0,sql_injection
::1,2026-01-04 06:26:20+00:00,1,1,0,1,0,1,0,1.0,sql_injection
::1,2026-01-04 06:27:50+00:00,1,1,0,0,0,1,0,1.0,sql_injection
::1,2026-01-04 06:28:00+00:00,1,1,0,0,0,1,0,0.0,sql_injection
::1,2026-01-04 06:28:10+00:00,1,1,0,0,0,1,0,0.0,sql_injection
::1,2026-01-04 06:28:20+00:00,1,1,0,0,0,1,0,1.0,sql_injection
::1,2026-01-04 06:28:30+00:00,1,1,0,0,0,1,0,1.0,sql_injection
::1,2026-01-04 06:28:40+00:00,1,1,0,0,0,1,0,0.0,sql_injection
::1,2026-01-04 06:28:50+00:00,1,1,0,0,0,1,0,1.0,sql_injection
::1,2026-01-04 06:29:00+00:00,1,1,0,0,0,1,0,0.0,sql_injection
::1,2026-01-04 06:29:20+00:00,1,1,0,0,0,1,0,1.0,sql_injection
::1,2026-01-04 06:29:30+00:00,1,1,0,0,0,1,0,0.0,sql_injection
::1,2026-01-04 06:29:40+00:00,2,2,0,1,0,2,0,0.5,sql_injection
::1,2026-01-04 06:29:50+00:00,2,2,0,2,0,2,0,0.5,sql_injection
::1,2026-01-04 06:30:00+00:00,2,2,0,2,0,2,0,0.0,sql_injection
::1,2026-01-04 06:30:10+00:00,2,2,0,2,0,2,0,0.5,sql_injection
::1,2026-01-04 06:30:20+00:00,2,2,0,2,0,2,0,0.0,sql_injection
::1,2026-01-04 06:30:40+00:00,2,2,0,2,0,2,0,0.0,sql_injection
::1,2026-01-04 06:30:50+00:00,2,2,0,0,0,2,0,0.0,sql_injection
::1,2026-01-04 06:31:00+00:00,2,2,0,0,0,2,0,0.5,sql_injection
::1,2026-01-04 06:31:10+00:00,2,2,0,0,0,2,0,0.0,sql_injection
::1,2026-01-04 06:31:20+00:00,1,1,0,1,0,1,0,0.0,sql_injection
::1,2026-01-04 06:31:30+00:00,1,1,0,1,0,1,0,0.0,sql_injection
::1,2026-01-04 06:33:00+00:00,1,1,0,0,0,1,0,1.0,sql_injection
::1,2026-01-04 06:33:20+00:00,2,2,0,0,0,2,0,1.0,sql_injection
::1,2026-01-04 06:33:30+00:00,1,1,0,0,0,1,0,0.0,sql_injection
::1,2026-01-04 06:33:40+00:00,2,2,0,0,0,2,0,0.5,sql_injection
::1,2026-01-04 06:33:50+00:00,1,1,0,0,0,1,0,1.0,sql_injection
::1,2026-01-04 06:34:00+00:00,1,1,0,0,0,1,0,1.0,sql_injection
::1,2026-01-04 06:34:10+00:00,1,1,0,0,0,1,0,0.0,sql_injection
::1,2026-01-04 06:34:20+00:00,2,2,0,0,0,2,0,0.5,sql_injection
::1,2026-01-04 06:34:30+00:00,2,2,0,2,0,2,0,1.0,sql_injection
::1,2026-01-04 06:34:40+00:00,3,3,0,3,0,3,0,0.0,sql_injection
::1,2026-01-04 06:34:50+00:00,2,2,0,2,0,2,0,0.5,sql_injection
::1,2026-01-04 06:35:00+00:00,2,2,0,2,0,2,0,0.5,sql_injection
::1,2026-01-04 06:35:10+00:00,1,1,0,1,0,1,0,0.0,sql_injection
::1,2026-01-04 06:35:20+00:00,2,2,0,1,0,2,0,0.0,sql_injection
::1,2026-01-04 06:35:30+00:00,2,2,0,0,0,2,0,1.0,sql_injection
::1,2026-01-04 06:35:40+00:00,2,2,0,0,0,2,0,0.5,sql_injection
::1,2026-01-04 06:35:50+00:00,1,1,0,0,0,1,0,0.0,sql_injection
::1,2026-01-04 06:36:00+00:00,1,1,0,1,0,1,0,0.0,sql_injection
::1,2026-01-04 06:36:10+00:00,1,1,0,1,0,1,0,1.0,sql_injection
::1,2026-01-04 12:00:50+00:00,3,1,0,0,0,3,0,6.0,sql_injection
::1,2026-01-04 12:01:00+00:00,5,3,3,3,1,5,0,1.0,xss
::1,2026-01-04 12:01:10+00:00,3,0,1,0,0,3,0,1.3333333333333333,brute_force
::1,2026-01-04 12:01:20+00:00,3,2,0,1,1,3,0,0.6666666666666666,xss
::1,2026-01-04 12:01:30+00:00,4,2,0,1,1,4,0,0.0,xss
::1,2026-01-04 12:01:40+00:00,3,1,1,1,1,3,0,0.6666666666666666,xss
::1,2026-01-04 12:01:50+00:00,3,2,1,1,0,3,0,0.6666666666666666,sql_injection
::1,2026-01-04 12:02:00+00:00,4,1,1,1,1,4,0,0.0,xss
::1,2026-01-04 12:02:10+00:00,2,1,0,1,1,2,0,0.5,xss
::1,2026-01-04 12:02:20+00:00,3,0,1,0,0,3,0,0.6666666666666666,brute_force
::1,2026-01-04 12:02:30+00:00,3,1,0,1,1,3,0,0.6666666666666666,xss
::1,2026-01-04 12:02:40+00:00,2,1,1,0,0,2,0,0.5,sql_injection
::1,2026-01-04 12:02:50+00:00,4,2,0,1,1,4,0,0.5,xss
::1,2026-01-04 12:03:00+00:00,2,0,0,0,0,2,0,1.0,brute_force
::1,2026-01-04 12:03:10+00:00,4,2,0,1,1,4,0,0.5,xss
::1,2026-01-04 12:03:20+00:00,4,2,0,1,1,4,0,0.0,xss
::1,2026-01-04 12:03:30+00:00,2,0,0,0,0,2,0,0.5,brute_force
::1,2026-01-04 12:03:40+00:00,5,1,3,0,0,5,0,0.6,sql_injection
::1,2026-01-04 12:03:50+00:00,3,1,0,0,0,3,0,0.6666666666666666,sql_injection
::1,2026-01-04 12:04:00+00:00,4,3,1,3,1,4,0,0.5,xss
::1,2026-01-04 12:04:10+00:00,4,2,1,0,0,4,0,0.5,sql_injection
::1,2026-01-04 12:04:20+00:00,3,1,0,1,1,3,0,1.0,xss
::1,2026-01-04 12:04:30+00:00,4,1,2,1,1,4,0,0.25,xss
::1,2026-01-04 12:04:40+00:00,2,0,0,0,0,2,0,0.5,brute_force
::1,2026-01-04 12:04:50+00:00,2,0,0,0,0,2,0,1.0,brute_force
::1,2026-01-04 12:05:00+00:00,3,1,0,0,0,3,0,0.3333333333333333,sql_injection
::1,2026-01-04 12:05:10+00:00,2,2,0,1,1,2,0,0.0,xss
::1,2026-01-04 12:05:20+00:00,1,1,0,0,0,1,0,1.0,sql_injection
::1,2026-01-04 12:05:30+00:00,4,2,1,1,1,4,0,0.75,xss
::1,2026-01-04 12:05:40+00:00,4,4,2,4,3,4,0,0.75,xss
::1,2026-01-04 12:05:50+00:00,3,2,2,1,0,3,0,0.6666666666666666,sql_injection
::1,2026-01-04 12:06:00+00:00,3,2,1,2,0,3,0,0.6666666666666666,sql_injection
::1,2026-01-04 12:06:10+00:00,3,2,0,2,2,3,0,0.3333333333333333,xss
::1,2026-01-04 12:06:20+00:00,3,2,0,0,0,3,0,0.6666666666666666,sql_injection
::1,2026-01-04 12:06:30+00:00,3,3,1,1,1,3,0,1.0,xss
::1,2026-01-04 12:06:40+00:00,2,0,0,0,0,2,0,1.0,brute_force
::1,2026-01-04 12:06:50+00:00,5,2,1,1,1,5,0,0.4,xss
::1,2026-01-04 12:07:00+00:00,2,1,0,0,0,2,0,0.0,sql_injection
::1,2026-01-04 12:07:10+00:00,2,1,0,1,1,2,0,0.5,xss
::1,2026-01-04 12:07:20+00:00,4,1,1,0,0,4,0,0.0,sql_injection
::1,2026-01-04 12:07:30+00:00,3,2,1,0,0,3,0,0.6666666666666666,sql_injection
::1,2026-01-04 12:07:40+00:00,4,1,1,0,0,4,0,0.5,sql_injection
::1,2026-01-04 12:07:50+00:00,3,1,1,0,0,3,0,0.3333333333333333,sql_injection
::1,2026-01-04 12:08:00+00:00,4,1,2,0,0,4,0,0.5,sql_injection
::1,2026-01-04 12:08:10+00:00,3,1,1,1,0,3,0,0.6666666666666666,sql_injection
::1,2026-01-04 12:08:20+00:00,3,1,0,1,1,3,0,0.0,xss
::1,2026-01-04 12:08:30+00:00,4,2,0,2,2,4,0,1.0,xss
::1,2026-01-04 12:08:40+00:00,2,1,0,1,0,2,0,0.5,sql_injection
::1,2026-01-04 12:08:50+00:00,3,1,0,1,0,3,0,0.3333333333333333,sql_injection
::1,2026-01-04 12:09:00+00:00,4,3,1,0,0,4,0,1.0,sql_injection
::1,2026-01-04 12:09:10+00:00,3,2,0,1,0,3,0,1.0,sql_injection
